NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
PROLIDASE DEFICIENCY (PD)%PATHWHIZ%PW000083	20		Rejected!	
ARGININE: GLYCINE AMIDINOTRANSFERASE DEFICIENCY (AGAT DEFICIENCY)%PATHWHIZ%PW000084	20		Rejected!	
HYPERPROLINEMIA TYPE II%SMPDB%SMP0000360	20		Rejected!	
HYPERPROLINEMIA TYPE I%SMPDB%SMP0000361	20		Rejected!	
PROLINEMIA TYPE II%PATHWHIZ%PW000087	20		Rejected!	
GUANIDINOACETATE METHYLTRANSFERASE DEFICIENCY (GAMT DEFICIENCY)%SMPDB%SMP0000188	20		Rejected!	
ORNITHINE AMINOTRANSFERASE DEFICIENCY (OAT DEFICIENCY)%SMPDB%SMP0000363	20		Rejected!	
AROMATIC L-AMINOACID DECARBOXYLASE DEFICIENCY%PATHWHIZ%PW000090	3		Rejected!	
ISOVALERIC ACIDURIA%PATHWHIZ%PW000091	28	26		
BIOTINIDASE DEFICIENCY%SMPDB%SMP0000174	4		Rejected!	
CANAVAN DISEASE%SMPDB%SMP0000175	14		Rejected!	
HYPOACETYLASPARTIA%PATHWHIZ%PW000094	14		Rejected!	
SMITH-LEMLI-OPITZ SYNDROME (SLOS)%PATHWHIZ%PW000095	21	21		
CHILD SYNDROME%PATHWHIZ%PW000096	21	21		
DESMOSTEROLOSIS%PATHWHIZ%PW000097	21	21		
CHONDRODYSPLASIA PUNCTATA II, X-LINKED DOMINANT (CDPX2)%SMPDB%SMP0000388	21	21		
LYSOSOMAL ACID LIPASE DEFICIENCY (WOLMAN DISEASE)%PATHWHIZ%PW000099	21	21		
CYSTATHIONINE BETA-SYNTHASE DEFICIENCY%SMPDB%SMP0000177	16		Rejected!	
HYPERMETHIONINEMIA%SMPDB%SMP0000341	16		Rejected!	
S-ADENOSYLHOMOCYSTEINE (SAH) HYDROLASE DEFICIENCY%PATHWHIZ%PW000102	16		Rejected!	
GLYCINE N-METHYLTRANSFERASE DEFICIENCY%SMPDB%SMP0000222	16		Rejected!	
METHYLENETETRAHYDROFOLATE REDUCTASE DEFICIENCY (MTHFRD)%SMPDB%SMP0000340	16		Rejected!	
METHIONINE ADENOSYLTRANSFERASE DEFICIENCY%SMPDB%SMP0000221	16		Rejected!	
ETHYLMALONIC ENCEPHALOPATHY%PATHWHIZ%PW000106	14		Rejected!	
GLUTARIC ACIDURIA TYPE I%SMPDB%SMP0000185	14		Rejected!	
SHORT-CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD DEFICIENCY)%PATHWHIZ%PW000108	14		Rejected!	
GABA-TRANSAMINASE DEFICIENCY%SMPDB%SMP0000351	9		Rejected!	
GAMMA-GLUTAMYLTRANSFERASE DEFICIENCY%PATHWHIZ%PW000110	11		Rejected!	
GLUTARIC ACIDURIA TYPE I%SMPDB%SMP0000186	13		Rejected!	
SACCHAROPINURIA HYPERLYSINEMIA II%SMPDB%SMP0000239	13		Rejected!	
HISTIDINEMIA%PATHWHIZ%PW000113	17		Rejected!	
LACTIC ACIDEMIA%PATHWHIZ%PW000114	5		Rejected!	
LEIGH SYNDROME%SMPDB%SMP0000196	21	18		
PYRUVATE DECARBOXYLASE E1 COMPONENT DEFICIENCY (PDHE1 DEFICIENCY)%SMPDB%SMP0000334	21	18		
PYRUVATE DEHYDROGENASE COMPLEX DEFICIENCY%PATHWHIZ%PW000117	21	18		
LEUKOTRIENE C4 SYNTHESIS DEFICIENCY%PATHWHIZ%PW000118	29	18		
PHENYLKETONURIA%PATHWHIZ%PW000119	11		Rejected!	
TYROSINEMIA TYPE 2 (OR RICHNER-HANHART SYNDROME)%SMPDB%SMP0000369	11		Rejected!	
TYROSINEMIA TYPE 3 (TYRO3)%PATHWHIZ%PW000121	11		Rejected!	
REFSUM DISEASE%SMPDB%SMP0000451	6		Rejected!	
SIALURIA OR FRENCH TYPE SIALURIA%SMPDB%SMP0000216	17	17		
SALLA DISEASE INFANTILE SIALIC ACID STORAGE DISEASE%SMPDB%SMP0000240	17	17		
PIROXICAM ACTION PATHWAY%SMPDB%SMP0000077	29	18		
IBANDRONATE ACTION PATHWAY%SMPDB%SMP0000079	21	21		
SIMVASTATIN ACTION PATHWAY%PATHWHIZ%PW000127	21	21		
ACETYLSALICYLIC ACID ACTION PATHWAY%PATHWHIZ%PW000128	29	18		
ETODOLAC ACTION PATHWAY%PATHWHIZ%PW000129	29	18		
KETOPROFEN ACTION PATHWAY%SMPDB%SMP0000085	29	18		
IBUPROFEN ACTION PATHWAY%SMPDB%SMP0000086	50	27		
ROFECOXIB ACTION PATHWAY%SMPDB%SMP0000087	29	18		
PRAVASTATIN ACTION PATHWAY%SMPDB%SMP0000089	21	21		
ROSUVASTATIN ACTION PATHWAY%SMPDB%SMP0000092	21	21		
DICLOFENAC ACTION PATHWAY%PATHWHIZ%PW000135	29	18		
SULINDAC ACTION PATHWAY%PATHWHIZ%PW000136	29	18		
ALENDRONATE ACTION PATHWAY%PATHWHIZ%PW000137	21	21		
CELECOXIB ACTION PATHWAY%SMPDB%SMP0000096	35	19		
KETOROLAC ACTION PATHWAY%SMPDB%SMP0000098	29	18		
PTERINE BIOSYNTHESIS%PATHWHIZ%PW000140	8		Rejected!	
STEROIDOGENESIS%SMPDB%SMP0000130	11		Rejected!	
TYROSINE METABOLISM%SMPDB%SMP0000006	16		Rejected!	
INOSITOL METABOLISM%SMPDB%SMP0000011	22	20		
GLYCEROLIPID METABOLISM%SMPDB%SMP0000039	11		Rejected!	
BILE ACID BIOSYNTHESIS%SMPDB%SMP0000035	17		Rejected!	
GLYCOLYSIS%PATHWHIZ%PW000146	14		Rejected!	
SPHINGOLIPID METABOLISM%SMPDB%SMP0000034	23	18		
PROPANOATE METABOLISM%SMPDB%SMP0000016	18	16		
STARCH AND SUCROSE METABOLISM%PATHWHIZ%PW000150	16		Rejected!	
NICOTINATE AND NICOTINAMIDE METABOLISM%PATHWHIZ%PW000151	14		Rejected!	
GLUCONEOGENESIS%PATHWHIZ%PW000152	22	18		
LACTOSE DEGRADATION%SMPDB%SMP0000457	12		Rejected!	
TRANSFER OF ACETYL GROUPS INTO MITOCHONDRIA%SMPDB%SMP0000466	8		Rejected!	
OXIDATION OF BRANCHED-CHAIN FATTY ACIDS%SMPDB%SMP0000030	11		Rejected!	
INOSITOL PHOSPHATE METABOLISM%SMPDB%SMP0000462	14		Rejected!	
GLYCINE AND SERINE METABOLISM%SMPDB%SMP0000004	24	17		
PORPHYRIN METABOLISM%SMPDB%SMP0000024	16		Rejected!	
GALACTOSE METABOLISM%SMPDB%SMP0000043	12		Rejected!	
PYRIMIDINE METABOLISM%PATHWHIZ%PW000160	23	20		
BETA OXIDATION OF VERY LONG CHAIN FATTY ACIDS%PATHWHIZ%PW000161	10		Rejected!	
UREA CYCLE%PATHWHIZ%PW000162	13		Rejected!	
TRYPTOPHAN METABOLISM%SMPDB%SMP0000063	18		Rejected!	
RETINOL METABOLISM%SMPDB%SMP0000074	37	19		
MITOCHONDRIAL ELECTRON TRANSPORT CHAIN%SMPDB%SMP0000355	20		Rejected!	
THREONINE AND 2-OXOBUTANOATE DEGRADATION%SMPDB%SMP0000452	8		Rejected!	
FATTY ACID BIOSYNTHESIS%SMPDB%SMP0000456	2		Rejected!	
PHOSPHATIDYLINOSITOL PHOSPHATE METABOLISM%SMPDB%SMP0000463	22	21		
TREHALOSE DEGRADATION%PATHWHIZ%PW000169	13		Rejected!	
PLASMALOGEN SYNTHESIS%PATHWHIZ%PW000170	5		Rejected!	
MITOCHONDRIAL BETA-OXIDATION OF SHORT CHAIN SATURATED FATTY ACIDS%PATHWHIZ%PW000171	8		Rejected!	
MITOCHONDRIAL BETA-OXIDATION OF MEDIUM CHAIN SATURATED FATTY ACIDS%PATHWHIZ%PW000172	8		Rejected!	
MITOCHONDRIAL BETA-OXIDATION OF LONG CHAIN SATURATED FATTY ACIDS%SMPDB%SMP0000482	10		Rejected!	
ACUTE INTERMITTENT PORPHYRIA%PATHWHIZ%PW000174	16		Rejected!	
PORPHYRIA VARIEGATA (PV)%SMPDB%SMP0000346	16		Rejected!	
CONGENITAL ERYTHROPOIETIC PORPHYRIA (CEP) OR GUNTHER DISEASE%SMPDB%SMP0000345	16		Rejected!	
ADRENAL HYPERPLASIA TYPE 3 OR CONGENITAL ADRENAL HYPERPLASIA DUE TO 21-HYDROXYLASE DEFICIENCY%SMPDB%SMP0000373	11		Rejected!	
CONGENITAL LIPOID ADRENAL HYPERPLASIA (CLAH) OR LIPOID CAH%SMPDB%SMP0000371	11		Rejected!	
ADRENAL HYPERPLASIA TYPE 5 OR CONGENITAL ADRENAL HYPERPLASIA DUE TO 17 ALPHA-HYDROXYLASE DEFICIENCY%SMPDB%SMP0000372	11		Rejected!	
ALKAPTONURIA%PATHWHIZ%PW000180	16		Rejected!	
HAWKINSINURIA%PATHWHIZ%PW000181	16		Rejected!	
TYROSINEMIA TYPE I%PATHWHIZ%PW000182	16		Rejected!	
ARGININEMIA%PATHWHIZ%PW000183	13		Rejected!	
ARGININOSUCCINIC ACIDURIA%PATHWHIZ%PW000184	13		Rejected!	
CITRULLINEMIA TYPE I%PATHWHIZ%PW000185	13		Rejected!	
ORNITHINE TRANSCARBAMYLASE DEFICIENCY (OTC DEFICIENCY)%SMPDB%SMP0000205	13		Rejected!	
BETA-UREIDOPROPIONASE DEFICIENCY%PATHWHIZ%PW000187	23	20		
UMP SYNTHASE DEFICIENCY (OROTIC ACIDURIA)%SMPDB%SMP0000219	23	20		
DIHYDROPYRIMIDINASE DEFICIENCY%SMPDB%SMP0000178	23	20		
MNGIE (MITOCHONDRIAL NEUROGASTROINTESTINAL ENCEPHALOPATHY)%PATHWHIZ%PW000190	23	20		
CARBAMOYL PHOSPHATE SYNTHETASE DEFICIENCY%SMPDB%SMP0000002	13		Rejected!	
CONGENITAL BILE ACID SYNTHESIS DEFECT TYPE II%PATHWHIZ%PW000192	17		Rejected!	
CONGENITAL BILE ACID SYNTHESIS DEFECT TYPE III%PATHWHIZ%PW000193	17		Rejected!	
FAMILIAL HYPERCHOLANEMIA (FHCA)%PATHWHIZ%PW000194	17		Rejected!	
ZELLWEGER SYNDROME%PATHWHIZ%PW000195	17		Rejected!	
CEREBROTENDINOUS XANTHOMATOSIS (CTX)%PATHWHIZ%PW000196	17		Rejected!	
DIMETHYLGLYCINE DEHYDROGENASE DEFICIENCY%SMPDB%SMP0000242	24	17		
DIHYDROPYRIMIDINE DEHYDROGENASE DEFICIENCY (DHPD)%SMPDB%SMP0000179	24	17		
SARCOSINEMIA%SMPDB%SMP0000244	24	17		
GALACTOSEMIA%PATHWHIZ%PW000200	12		Rejected!	
GAUCHER DISEASE%PATHWHIZ%PW000201	23	18		
GLOBOID CELL LEUKODYSTROPHY%PATHWHIZ%PW000202	23	18		
METACHROMATIC LEUKODYSTROPHY (MLD)%SMPDB%SMP0000347	23	18		
GLYCEROL KINASE DEFICIENCY%SMPDB%SMP0000187	11		Rejected!	
GLYCOGEN STORAGE DISEASE TYPE 1A (GSD1A) OR VON GIERKE DISEASE%SMPDB%SMP0000374	22	18		
LACTOSE INTOLERANCE%PATHWHIZ%PW000206	12		Rejected!	
MALONIC ACIDURIA%SMPDB%SMP0000198	18	16		
METHYLMALONIC ACIDURIA DUE TO COBALAMIN-RELATED DISORDERS%PATHWHIZ%PW000208	18	16		
NON-KETOTIC HYPERGLYCINEMIA%PATHWHIZ%PW000209	24	17		
VITAMIN A DEFICIENCY%SMPDB%SMP0000336	37	19		
HEREDITARY COPROPORPHYRIA (HCP)%SMPDB%SMP0000342	16		Rejected!	
2-HYDROXYGLUTRIC ACIDURIA (D AND L FORM)%SMPDB%SMP0000136	22	18		
3-METHYLGLUTACONIC ACIDURIA TYPE IV%SMPDB%SMP0000141	28	26		
TAY-SACHS DISEASE%PATHWHIZ%PW000215	17	17		
GLUCOSE TRANSPORTER DEFECT (SGLT2)%SMPDB%SMP0000184	31	19		
HARTNUP DISORDER%SMPDB%SMP0000189	31	19		
IMINOGLYCINURIA%PATHWHIZ%PW000219	31	19		
LYSINURIC PROTEIN INTOLERANCE%SMPDB%SMP0000197	31	19		
HYPERCHOLESTEROLEMIA%PATHWHIZ%PW000221	21	21		
NEURON FUNCTION%SMPDB%SMP0000224	30		Rejected!	
BENAZEPRIL ACTION PATHWAY%SMPDB%SMP0000145	3		Rejected!	
CAPTOPRIL ACTION PATHWAY%SMPDB%SMP0000146	3		Rejected!	
CILAZAPRIL ACTION PATHWAY%SMPDB%SMP0000147	3		Rejected!	
ENALAPRIL ACTION PATHWAY%SMPDB%SMP0000148	3		Rejected!	
FOSINOPRIL ACTION PATHWAY%PATHWHIZ%PW000227	3		Rejected!	
LISINOPRIL ACTION PATHWAY%PATHWHIZ%PW000228	3		Rejected!	
MOEXIPRIL ACTION PATHWAY%SMPDB%SMP0000151	3		Rejected!	
PERINDOPRIL ACTION PATHWAY%SMPDB%SMP0000152	3		Rejected!	
QUINAPRIL ACTION PATHWAY%SMPDB%SMP0000153	3		Rejected!	
RAMIPRIL ACTION PATHWAY%SMPDB%SMP0000154	3		Rejected!	
RESCINNAMINE ACTION PATHWAY%SMPDB%SMP0000155	3		Rejected!	
SPIRAPRIL ACTION PATHWAY%SMPDB%SMP0000156	3		Rejected!	
TRANDOLAPRIL ACTION PATHWAY%SMPDB%SMP0000157	3		Rejected!	
BEVACIZUMAB ACTION PATHWAY%SMPDB%SMP0000420	3		Rejected!	
VATALANIB ACTION PATHWAY%SMPDB%SMP0000421	1		Rejected!	
IRINOTECAN ACTION PATHWAY%PATHWHIZ%PW000238	24	17		
PACLITAXEL ACTION PATHWAY%PATHWHIZ%PW000239	7		Rejected!	
DOCETAXEL ACTION PATHWAY%PATHWHIZ%PW000240	7		Rejected!	
VINBLASTINE ACTION PATHWAY%SMPDB%SMP0000436	11		Rejected!	
VINCRISTINE ACTION PATHWAY%SMPDB%SMP0000437	10		Rejected!	
VINDESINE ACTION PATHWAY%SMPDB%SMP0000438	10		Rejected!	
VINORELBINE ACTION PATHWAY%SMPDB%SMP0000439	11		Rejected!	
ETOPOSIDE ACTION PATHWAY%SMPDB%SMP0000442	20	17		
TENIPOSIDE ACTION PATHWAY%SMPDB%SMP0000443	4		Rejected!	
GEMCITABINE ACTION PATHWAY%SMPDB%SMP0000446	13		Rejected!	
CYCLOPHOSPHAMIDE ACTION PATHWAY%PATHWHIZ%PW000248	9		Rejected!	
IFOSFAMIDE ACTION PATHWAY%PATHWHIZ%PW000249	8		Rejected!	
TAMOXIFEN ACTION PATHWAY%SMPDB%SMP0000471	10		Rejected!	
ERLOTINIB ACTION PATHWAY%PATHWHIZ%PW000251	3		Rejected!	
GEFITINIB ACTION PATHWAY%SMPDB%SMP0000473	1		Rejected!	
CETUXIMAB ACTION PATHWAY%SMPDB%SMP0000474	1		Rejected!	
PANITUMUMAB ACTION PATHWAY%SMPDB%SMP0000475	1		Rejected!	
TRASTUZUMAB ACTION PATHWAY%SMPDB%SMP0000476	1		Rejected!	
CAPECITABINE ACTION PATHWAY%PATHWHIZ%PW000256	5		Rejected!	
FLUOROURACIL ACTION PATHWAY%SMPDB%SMP0000470	1		Rejected!	
SUPROFEN ACTION PATHWAY%SMPDB%SMP0000101	29	18		
BROMFENAC ACTION PATHWAY%SMPDB%SMP0000102	29	18		
INDOMETHACIN ACTION PATHWAY%PATHWHIZ%PW000260	30	18		
MEFENAMIC ACID ACTION PATHWAY%PATHWHIZ%PW000261	29	18		
OXAPROZIN ACTION PATHWAY%PATHWHIZ%PW000262	29	18		
NABUMETONE ACTION PATHWAY%SMPDB%SMP0000114	29	18		
NAPROXEN ACTION PATHWAY%SMPDB%SMP0000120	29	18		
DIFLUNISAL ACTION PATHWAY%SMPDB%SMP0000289	29	18		
AZATHIOPRINE ACTION PATHWAY%SMPDB%SMP0000427	47	35		
MERCAPTOPURINE ACTION PATHWAY%PATHWHIZ%PW000267	47	35		
METHOTREXATE ACTION PATHWAY%SMPDB%SMP0000432	12		Rejected!	
LOVASTATIN ACTION PATHWAY%SMPDB%SMP0000099	21	21		
ZOLEDRONATE ACTION PATHWAY%PATHWHIZ%PW000270	21	21		
CERIVASTATIN ACTION PATHWAY%PATHWHIZ%PW000271	21	21		
RISEDRONATE ACTION PATHWAY%PATHWHIZ%PW000272	21	21		
PAMIDRONATE ACTION PATHWAY%PATHWHIZ%PW000273	21	21		
FLUVASTATIN ACTION PATHWAY%PATHWHIZ%PW000274	21	21		
ATORVASTATIN ACTION PATHWAY%SMPDB%SMP0000131	21	21		
MELOXICAM ACTION PATHWAY%SMPDB%SMP0000106	29	18		
VALDECOXIB ACTION PATHWAY%SMPDB%SMP0000116	29	18		
CANDESARTAN ACTION PATHWAY%SMPDB%SMP0000158	7		Rejected!	
EPROSARTAN ACTION PATHWAY%PATHWHIZ%PW000279	7		Rejected!	
FORASARTAN ACTION PATHWAY%PATHWHIZ%PW000280	4		Rejected!	
IRBESARTAN ACTION PATHWAY%PATHWHIZ%PW000281	7		Rejected!	
LOSARTAN ACTION PATHWAY%PATHWHIZ%PW000282	7		Rejected!	
OLMESARTAN ACTION PATHWAY%SMPDB%SMP0000163	7		Rejected!	
TELMISARTAN ACTION PATHWAY%PATHWHIZ%PW000284	7		Rejected!	
VALSARTAN ACTION PATHWAY%SMPDB%SMP0000165	7		Rejected!	
CLOPIDOGREL ACTION PATHWAY%PATHWHIZ%PW000286	9		Rejected!	
TICLOPIDINE ACTION PATHWAY%SMPDB%SMP0000261	1		Rejected!	
CLOMOCYCLINE ACTION PATHWAY%SMPDB%SMP0000262	1		Rejected!	
CILOSTAZOL ACTION PATHWAY%SMPDB%SMP0000263	4		Rejected!	
DIPYRIDAMOLE (ANTIPLATELET) ACTION PATHWAY%SMPDB%SMP0000264	1		Rejected!	
ABCIXIMAB ACTION PATHWAY%SMPDB%SMP0000265	2		Rejected!	
EPTIFIBATIDE ACTION PATHWAY%PATHWHIZ%PW000292	2		Rejected!	
TIROFIBAN ACTION PATHWAY%PATHWHIZ%PW000293	2		Rejected!	
ENOXAPARIN ACTION PATHWAY%SMPDB%SMP0000272	21		Rejected!	
FONDAPARINUX ACTION PATHWAY%SMPDB%SMP0000273	21		Rejected!	
HEPARIN ACTION PATHWAY%SMPDB%SMP0000274	21		Rejected!	
ARDEPARIN ACTION PATHWAY%SMPDB%SMP0000275	21		Rejected!	
ARGATROBAN ACTION PATHWAY%SMPDB%SMP0000276	20		Rejected!	
BIVALIRUDIN ACTION PATHWAY%SMPDB%SMP0000277	20		Rejected!	
LEPIRUDIN ACTION PATHWAY%SMPDB%SMP0000278	20		Rejected!	
XIMELAGATRAN ACTION PATHWAY%SMPDB%SMP0000279	20		Rejected!	
ALTEPLASE ACTION PATHWAY%PATHWHIZ%PW000302	20		Rejected!	
ANISTREPLASE ACTION PATHWAY%PATHWHIZ%PW000303	20		Rejected!	
STREPTOKINASE ACTION PATHWAY%PATHWHIZ%PW000304	20		Rejected!	
TENECTEPLASE ACTION PATHWAY%SMPDB%SMP0000283	20		Rejected!	
UROKINASE ACTION PATHWAY%SMPDB%SMP0000284	20		Rejected!	
RETEPLASE ACTION PATHWAY%SMPDB%SMP0000285	20		Rejected!	
AMINOCAPROIC ACID ACTION PATHWAY%PATHWHIZ%PW000308	20		Rejected!	
TRANEXAMIC ACID ACTION PATHWAY%PATHWHIZ%PW000309	20		Rejected!	
APROTININ ACTION PATHWAY%SMPDB%SMP0000288	20		Rejected!	
WARFARIN ACTION PATHWAY%SMPDB%SMP0000268	20		Rejected!	
ACENOCOUMAROL ACTION PATHWAY%PATHWHIZ%PW000312	20		Rejected!	
DICUMAROL ACTION PATHWAY%PATHWHIZ%PW000313	20		Rejected!	
PHENPROCOUMON ACTION PATHWAY%PATHWHIZ%PW000314	20		Rejected!	
ESOMEPRAZOLE ACTION PATHWAY%PATHWHIZ%PW000315	10		Rejected!	
OMEPRAZOLE ACTION PATHWAY%PATHWHIZ%PW000316	10		Rejected!	
LANSOPRAZOLE ACTION PATHWAY%PATHWHIZ%PW000317	10		Rejected!	
PANTOPRAZOLE ACTION PATHWAY%PATHWHIZ%PW000318	10		Rejected!	
RABEPRAZOLE ACTION PATHWAY%PATHWHIZ%PW000319	10		Rejected!	
RANITIDINE ACTION PATHWAY%SMPDB%SMP0000230	10		Rejected!	
FAMOTIDINE ACTION PATHWAY%SMPDB%SMP0000231	10		Rejected!	
CIMETIDINE ACTION PATHWAY%SMPDB%SMP0000232	10		Rejected!	
NIZATIDINE ACTION PATHWAY%SMPDB%SMP0000233	10		Rejected!	
PIRENZEPINE ACTION PATHWAY%SMPDB%SMP0000246	10		Rejected!	
CHLOROTHIAZIDE ACTION PATHWAY%SMPDB%SMP0000078	31	19		
POLYTHIAZIDE ACTION PATHWAY%PATHWHIZ%PW000326	31	19		
METHYCLOTHIAZIDE ACTION PATHWAY%PATHWHIZ%PW000327	31	19		
BUMETANIDE ACTION PATHWAY%SMPDB%SMP0000088	31	19		
BENDROFLUMETHIAZIDE ACTION PATHWAY%PATHWHIZ%PW000329	31	19		
QUINETHAZONE ACTION PATHWAY%SMPDB%SMP0000091	31	19		
ETHACRYNIC ACID ACTION PATHWAY%SMPDB%SMP0000097	31	19		
HYDROCHLOROTHIAZIDE ACTION PATHWAY%SMPDB%SMP0000100	31	19		
CYCLOTHIAZIDE ACTION PATHWAY%SMPDB%SMP0000103	31	19		
METOLAZONE ACTION PATHWAY%SMPDB%SMP0000105	31	19		
HYDROFLUMETHIAZIDE ACTION PATHWAY%PATHWHIZ%PW000335	31	19		
INDAPAMIDE ACTION PATHWAY%SMPDB%SMP0000110	31	19		
FUROSEMIDE ACTION PATHWAY%PATHWHIZ%PW000337	31	19		
TORSEMIDE ACTION PATHWAY%PATHWHIZ%PW000338	31	19		
TRICHLORMETHIAZIDE ACTION PATHWAY%SMPDB%SMP0000121	31	19		
CHLORTHALIDONE ACTION PATHWAY%SMPDB%SMP0000122	31	19		
TRIAMTERENE ACTION PATHWAY%SMPDB%SMP0000132	31	19		
AMILORIDE ACTION PATHWAY%SMPDB%SMP0000133	31	19		
SPIRONOLACTONE ACTION PATHWAY%SMPDB%SMP0000134	31	19		
EPLERENONE ACTION PATHWAY%SMPDB%SMP0000135	31	19		
AZITHROMYCIN ACTION PATHWAY%PATHWHIZ%PW000345	1		Rejected!	
CLARITHROMYCIN ACTION PATHWAY%SMPDB%SMP0000248	1		Rejected!	
CLINDAMYCIN ACTION PATHWAY%PATHWHIZ%PW000347	1		Rejected!	
ERYTHROMYCIN ACTION PATHWAY%SMPDB%SMP0000250	1		Rejected!	
ROXITHROMYCIN ACTION PATHWAY%SMPDB%SMP0000251	1		Rejected!	
TELITHROMYCIN ACTION PATHWAY%PATHWHIZ%PW000350	1		Rejected!	
AMIKACIN ACTION PATHWAY%SMPDB%SMP0000253	1		Rejected!	
GENTAMICIN ACTION PATHWAY%SMPDB%SMP0000254	1		Rejected!	
KANAMYCIN ACTION PATHWAY%SMPDB%SMP0000255	1		Rejected!	
NEOMYCIN ACTION PATHWAY%SMPDB%SMP0000256	1		Rejected!	
NETILMICIN ACTION PATHWAY%SMPDB%SMP0000257	1		Rejected!	
SPECTINOMYCIN ACTION PATHWAY%PATHWHIZ%PW000356	1		Rejected!	
STREPTOMYCIN ACTION PATHWAY%SMPDB%SMP0000259	1		Rejected!	
DEMECLOCYCLINE ACTION PATHWAY%PATHWHIZ%PW000358	1		Rejected!	
DOXYCYCLINE ACTION PATHWAY%PATHWHIZ%PW000359	1		Rejected!	
MINOCYCLINE ACTION PATHWAY%PATHWHIZ%PW000360	1		Rejected!	
OXYTETRACYCLINE ACTION PATHWAY%PATHWHIZ%PW000361	1		Rejected!	
TETRACYCLINE ACTION PATHWAY%SMPDB%SMP0000294	1		Rejected!	
LYMECYCLINE ACTION PATHWAY%SMPDB%SMP0000295	1		Rejected!	
ACEBUTOLOL ACTION PATHWAY%SMPDB%SMP0000296	47	30		
ALPRENOLOL ACTION PATHWAY%SMPDB%SMP0000297	47	30		
ATENOLOL ACTION PATHWAY%SMPDB%SMP0000298	47	30		
BETAXOLOL ACTION PATHWAY%SMPDB%SMP0000299	47	30		
BISOPROLOL ACTION PATHWAY%SMPDB%SMP0000300	47	30		
ESMOLOL ACTION PATHWAY%SMPDB%SMP0000301	47	30		
METOPROLOL ACTION PATHWAY%PATHWHIZ%PW000370	47	30		
NADOLOL ACTION PATHWAY%PATHWHIZ%PW000371	47	30		
OXPRENOLOL ACTION PATHWAY%PATHWHIZ%PW000372	47	30		
PENBUTOLOL ACTION PATHWAY%SMPDB%SMP0000305	47	30		
PINDOLOL ACTION PATHWAY%PATHWHIZ%PW000374	47	30		
PROPRANOLOL ACTION PATHWAY%SMPDB%SMP0000307	47	30		
QUINIDINE ACTION PATHWAY%SMPDB%SMP0000323	47	30		
PROCAINAMIDE (ANTIARRHYTHMIC) ACTION PATHWAY%PATHWHIZ%PW000377	47	30		
DISOPYRAMIDE ACTION PATHWAY%SMPDB%SMP0000325	47	30		
FOSPHENYTOIN (ANTIARRHYTHMIC) ACTION PATHWAY%PATHWHIZ%PW000379	47	30		
PHENYTOIN (ANTIARRHYTHMIC) ACTION PATHWAY%PATHWHIZ%PW000380	69	42		
LIDOCAINE (ANTIARRHYTHMIC) ACTION PATHWAY%PATHWHIZ%PW000381	49	30		
MEXILETINE ACTION PATHWAY%PATHWHIZ%PW000382	47	30		
TOCAINIDE ACTION PATHWAY%SMPDB%SMP0000330	47	30		
FLECAINIDE ACTION PATHWAY%SMPDB%SMP0000331	47	30		
IBUTILIDE ACTION PATHWAY%SMPDB%SMP0000332	47	30		
DILTIAZEM ACTION PATHWAY%SMPDB%SMP0000359	47	30		
NEBIVOLOL ACTION PATHWAY%SMPDB%SMP0000366	47	30		
CARVEDILOL ACTION PATHWAY%SMPDB%SMP0000367	48	30		
LABETALOL ACTION PATHWAY%PATHWHIZ%PW000389	48	30		
VERAPAMIL ACTION PATHWAY%SMPDB%SMP0000375	47	30		
AMLODIPINE ACTION PATHWAY%PATHWHIZ%PW000391	47	30		
FELODIPINE ACTION PATHWAY%PATHWHIZ%PW000392	47	30		
ISRADIPINE ACTION PATHWAY%PATHWHIZ%PW000393	47	30		
NIFEDIPINE ACTION PATHWAY%PATHWHIZ%PW000394	47	30		
NIMODIPINE ACTION PATHWAY%PATHWHIZ%PW000395	47	30		
NISOLDIPINE ACTION PATHWAY%PATHWHIZ%PW000396	47	30		
NITRENDIPINE ACTION PATHWAY%SMPDB%SMP0000382	47	30		
BENZOCAINE ACTION PATHWAY%SMPDB%SMP0000392	30		Rejected!	
BUPIVACAINE ACTION PATHWAY%SMPDB%SMP0000393	30		Rejected!	
CHLOROPROCAINE ACTION PATHWAY%SMPDB%SMP0000394	30		Rejected!	
COCAINE ACTION PATHWAY%SMPDB%SMP0000395	30		Rejected!	
DIBUCAINE ACTION PATHWAY%SMPDB%SMP0000396	30		Rejected!	
LEVOBUPIVACAINE ACTION PATHWAY%PATHWHIZ%PW000403	30		Rejected!	
LIDOCAINE (LOCAL ANAESTHETIC) ACTION PATHWAY%SMPDB%SMP0000398	32		Rejected!	
MEPIVACAINE ACTION PATHWAY%PATHWHIZ%PW000405	30		Rejected!	
OXYBUPROCAINE ACTION PATHWAY%SMPDB%SMP0000400	30		Rejected!	
PRILOCAINE ACTION PATHWAY%PATHWHIZ%PW000407	30		Rejected!	
PROCAINE ACTION PATHWAY%PATHWHIZ%PW000408	30		Rejected!	
PROPARACAINE ACTION PATHWAY%PATHWHIZ%PW000409	30		Rejected!	
ROPIVACAINE ACTION PATHWAY%PATHWHIZ%PW000410	30		Rejected!	
