NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
MONOSACCHARIDE METABOLIC PROCESS%GOBP%GO:0005996	MONOSACCHARIDE METABOLIC PROCESS%GOBP%GO:0005996		84	0.42916638	1.3792956	0.035714287	0.22189207	1.0	981	tags=21%, list=7%, signal=23%	
VESICLE BUDDING FROM MEMBRANE%GOBP%GO:0006900	VESICLE BUDDING FROM MEMBRANE%GOBP%GO:0006900		70	0.4450465	1.3791258	0.048010975	0.22193566	1.0	3609	tags=41%, list=27%, signal=56%	
ADHERENS JUNCTION ORGANIZATION%GOBP%GO:0034332	ADHERENS JUNCTION ORGANIZATION%GOBP%GO:0034332		20	0.56189615	1.3789843	0.0976	0.22196367	1.0	1437	tags=20%, list=11%, signal=22%	
METIPRANOLOL ACTION PATHWAY%PATHWHIZ%PW000644	METIPRANOLOL ACTION PATHWAY%PATHWHIZ%PW000644		30	0.5250649	1.3789102	0.065967016	0.22186437	1.0	1298	tags=23%, list=10%, signal=26%	
NEGATIVE REGULATION OF PROTEIN BINDING%GOBP%GO:0032091	NEGATIVE REGULATION OF PROTEIN BINDING%GOBP%GO:0032091		56	0.45358014	1.3784014	0.048710603	0.2224739	1.0	3301	tags=48%, list=25%, signal=64%	
FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS%GOBP%GO:0038096	FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS%GOBP%GO:0038096		19	0.56319606	1.3781624	0.08598726	0.22263497	1.0	2008	tags=47%, list=15%, signal=56%	
DIFLUNISAL ACTION PATHWAY%SMPDB%SMP0000289	DIFLUNISAL ACTION PATHWAY%SMPDB%SMP0000289		18	0.5797005	1.3775586	0.09621451	0.22343472	1.0	1999	tags=50%, list=15%, signal=59%	
REGULATION OF MITOTIC SPINDLE ASSEMBLY%GOBP%GO:1901673	REGULATION OF MITOTIC SPINDLE ASSEMBLY%GOBP%GO:1901673		21	0.5536641	1.3774561	0.08374384	0.22338656	1.0	2261	tags=33%, list=17%, signal=40%	
DETECTION OF ABIOTIC STIMULUS%GOBP%GO:0009582	DETECTION OF ABIOTIC STIMULUS%GOBP%GO:0009582		32	0.5033148	1.3773181	0.06990881	0.22342463	1.0	2820	tags=31%, list=21%, signal=39%	
TOLL LIKE RECEPTOR SIGNALING RELATED TO MYD88%WIKIPATHWAYS_20240210%WP3858%HOMO SAPIENS	TOLL LIKE RECEPTOR SIGNALING RELATED TO MYD88%WIKIPATHWAYS_20240210%WP3858%HOMO SAPIENS		28	0.5185431	1.376691	0.06727829	0.22422896	1.0	2268	tags=39%, list=17%, signal=47%	
NEUTROPHIL ACTIVATION%GOBP%GO:0042119	NEUTROPHIL ACTIVATION%GOBP%GO:0042119		23	0.5383598	1.3765478	0.10149254	0.22426188	1.0	2522	tags=61%, list=19%, signal=75%	
NEPAFENAC ACTION PATHWAY%PATHWHIZ%PW000679	NEPAFENAC ACTION PATHWAY%PATHWHIZ%PW000679		18	0.5797005	1.3756385	0.09561128	0.22561085	1.0	1999	tags=50%, list=15%, signal=59%	
PORE COMPLEX ASSEMBLY%GOBP%GO:0046931	PORE COMPLEX ASSEMBLY%GOBP%GO:0046931		19	0.56238025	1.3753812	0.100946374	0.22582968	1.0	3224	tags=53%, list=24%, signal=69%	
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20240210%WP465%HOMO SAPIENS	TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20240210%WP465%HOMO SAPIENS		17	0.58269984	1.3750972	0.08082409	0.22605544	1.0	2042	tags=29%, list=15%, signal=35%	
LORNOXICAM ACTION PATHWAY%PATHWHIZ%PW000677	LORNOXICAM ACTION PATHWAY%PATHWHIZ%PW000677		18	0.5797005	1.374851	0.096463025	0.22626601	1.0	1999	tags=50%, list=15%, signal=59%	
REGULATION OF LEUKOCYTE CHEMOTAXIS%GOBP%GO:0002688	REGULATION OF LEUKOCYTE CHEMOTAXIS%GOBP%GO:0002688		76	0.43468827	1.3745458	0.026536312	0.22654143	1.0	2509	tags=36%, list=19%, signal=43%	
TAXIS%GOBP%GO:0042330	TAXIS%GOBP%GO:0042330		175	0.3967697	1.374409	0.018450184	0.22657232	1.0	2027	tags=29%, list=15%, signal=33%	
VACUOLAR LOCALIZATION%GOBP%GO:1990849	VACUOLAR LOCALIZATION%GOBP%GO:1990849		34	0.4944589	1.3736832	0.06412214	0.22752728	1.0	2324	tags=38%, list=17%, signal=46%	
PID_VEGFR1_2_PATHWAY%MSIGDB_C2%PID_VEGFR1_2_PATHWAY	PID_VEGFR1_2_PATHWAY%MSIGDB_C2%PID_VEGFR1_2_PATHWAY		48	0.46254984	1.3730866	0.04734577	0.22828001	1.0	2716	tags=42%, list=20%, signal=52%	
ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE%GOBP%GO:0061844	ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE%GOBP%GO:0061844		29	0.5173774	1.3729045	0.09667674	0.22840095	1.0	2423	tags=38%, list=18%, signal=46%	
PLASMA LIPOPROTEIN PARTICLE CLEARANCE%GOBP%GO:0034381	PLASMA LIPOPROTEIN PARTICLE CLEARANCE%GOBP%GO:0034381		15	0.5875002	1.372794	0.08320251	0.22836283	1.0	3205	tags=47%, list=24%, signal=61%	
CELL VOLUME HOMEOSTASIS%GOBP%GO:0006884	CELL VOLUME HOMEOSTASIS%GOBP%GO:0006884		20	0.5562906	1.3727506	0.06593407	0.22822292	1.0	1153	tags=25%, list=9%, signal=27%	
ENERGY DEPENDENT REGULATION OF MTOR BY LKB1-AMPK%REACTOME%R-HSA-380972.4	ENERGY DEPENDENT REGULATION OF MTOR BY LKB1-AMPK%REACTOME%R-HSA-380972.4		27	0.52162045	1.372552	0.086892486	0.22834565	1.0	2486	tags=33%, list=18%, signal=41%	
CELLULAR RESPONSE TO HYPOXIA%REACTOME%R-HSA-1234174.5	CELLULAR RESPONSE TO HYPOXIA%REACTOME%R-HSA-1234174.5		67	0.44605953	1.3723779	0.045333333	0.22841431	1.0	2167	tags=36%, list=16%, signal=42%	
CHEMOTAXIS%GOBP%GO:0006935	CHEMOTAXIS%GOBP%GO:0006935		175	0.3967697	1.3720309	0.017667845	0.22876054	1.0	2027	tags=29%, list=15%, signal=33%	
PRIMARY ALCOHOL METABOLIC PROCESS%GOBP%GO:0034308	PRIMARY ALCOHOL METABOLIC PROCESS%GOBP%GO:0034308		33	0.5007832	1.3718377	0.06838906	0.22885163	1.0	1795	tags=33%, list=13%, signal=38%	
RUNX1 REGULATES TRANSCRIPTION OF GENES INVOLVED IN DIFFERENTIATION OF HSCS%REACTOME%R-HSA-8939236.2	RUNX1 REGULATES TRANSCRIPTION OF GENES INVOLVED IN DIFFERENTIATION OF HSCS%REACTOME%R-HSA-8939236.2		64	0.45542783	1.371474	0.055634808	0.22927836	1.0	2112	tags=34%, list=16%, signal=41%	
POSITIVE REGULATION OF NUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0030813	POSITIVE REGULATION OF NUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0030813		15	0.5935902	1.3712819	0.10776545	0.22936317	1.0	1753	tags=40%, list=13%, signal=46%	
GRANULOCYTE ACTIVATION%GOBP%GO:0036230	GRANULOCYTE ACTIVATION%GOBP%GO:0036230		26	0.52941203	1.3706952	0.07453416	0.2301149	1.0	2522	tags=58%, list=19%, signal=71%	
INTRACELLULAR STEROID HORMONE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030518	INTRACELLULAR STEROID HORMONE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030518		39	0.4917464	1.3706547	0.0578635	0.22996794	1.0	2509	tags=33%, list=19%, signal=41%	
HOMOPHILIC CELL ADHESION VIA PLASMA MEMBRANE ADHESION MOLECULES%GOBP%GO:0007156	HOMOPHILIC CELL ADHESION VIA PLASMA MEMBRANE ADHESION MOLECULES%GOBP%GO:0007156		34	0.5003594	1.3700824	0.08181818	0.23073743	1.0	999	tags=26%, list=7%, signal=29%	
ALZHEIMER 39 S DISEASE AND MIRNA EFFECTS%WIKIPATHWAYS_20240210%WP2059%HOMO SAPIENS	ALZHEIMER 39 S DISEASE AND MIRNA EFFECTS%WIKIPATHWAYS_20240210%WP2059%HOMO SAPIENS		154	0.40042034	1.3698188	0.025362318	0.23099355	1.0	1905	tags=31%, list=14%, signal=35%	
REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU-RICH ELEMENTS%REACTOME DATABASE ID RELEASE 65%450531	REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU-RICH ELEMENTS%REACTOME DATABASE ID RELEASE 65%450531		83	0.43342912	1.369635	0.03234501	0.23110346	1.0	2974	tags=40%, list=22%, signal=51%	
MEIOTIC RECOMBINATION%REACTOME%R-HSA-912446.4	MEIOTIC RECOMBINATION%REACTOME%R-HSA-912446.4		20	0.5595459	1.369271	0.09461664	0.23147918	1.0	1985	tags=25%, list=15%, signal=29%	
NOTCH3 ACTIVATION AND TRANSMISSION OF SIGNAL TO THE NUCLEUS%REACTOME DATABASE ID RELEASE 65%9013507	NOTCH3 ACTIVATION AND TRANSMISSION OF SIGNAL TO THE NUCLEUS%REACTOME DATABASE ID RELEASE 65%9013507		23	0.5355011	1.3691385	0.07164634	0.23144595	1.0	917	tags=22%, list=7%, signal=23%	
PYROPTOSIS%REACTOME DATABASE ID RELEASE 65%5620971	PYROPTOSIS%REACTOME DATABASE ID RELEASE 65%5620971		24	0.5267833	1.369106	0.0952381	0.23129003	1.0	3837	tags=54%, list=29%, signal=76%	
PHENYLBUTAZONE ACTION PATHWAY%PATHWHIZ%PW000678	PHENYLBUTAZONE ACTION PATHWAY%PATHWHIZ%PW000678		18	0.5797005	1.3690193	0.085798815	0.23122664	1.0	1999	tags=50%, list=15%, signal=59%	
REGULATION OF PROTEIN AUTOPHOSPHORYLATION%GOBP%GO:0031952	REGULATION OF PROTEIN AUTOPHOSPHORYLATION%GOBP%GO:0031952		24	0.5383961	1.3689061	0.092449926	0.23121771	1.0	2068	tags=46%, list=15%, signal=54%	
NONALCOHOLIC FATTY LIVER DISEASE%WIKIPATHWAYS_20240210%WP4396%HOMO SAPIENS	NONALCOHOLIC FATTY LIVER DISEASE%WIKIPATHWAYS_20240210%WP4396%HOMO SAPIENS		112	0.4131029	1.3687644	0.023376623	0.23123592	1.0	3202	tags=38%, list=24%, signal=50%	
MICRORNAS IN CARDIOMYOCYTE HYPERTROPHY%WIKIPATHWAYS_20240210%WP1544%HOMO SAPIENS	MICRORNAS IN CARDIOMYOCYTE HYPERTROPHY%WIKIPATHWAYS_20240210%WP1544%HOMO SAPIENS		61	0.448145	1.3684704	0.044568244	0.23148204	1.0	2289	tags=34%, list=17%, signal=41%	
POSITIVE REGULATION OF CHEMOTAXIS%GOBP%GO:0050921	POSITIVE REGULATION OF CHEMOTAXIS%GOBP%GO:0050921		76	0.43877095	1.3683298	0.03861518	0.2314749	1.0	2639	tags=37%, list=20%, signal=46%	
G(M2)-GANGLIOSIDOSIS: VARIANT B, TAY-SACHS DISEASE%SMPDB%SMP0000534	G(M2)-GANGLIOSIDOSIS: VARIANT B, TAY-SACHS DISEASE%SMPDB%SMP0000534		17	0.57130927	1.3682016	0.097133756	0.23148566	1.0	1438	tags=35%, list=11%, signal=39%	
CARPROFEN ACTION PATHWAY%SMPDB%SMP0000694	CARPROFEN ACTION PATHWAY%SMPDB%SMP0000694		18	0.5797005	1.3682016	0.084690556	0.23127073	1.0	1999	tags=50%, list=15%, signal=59%	
SALLA DISEASE INFANTILE SIALIC ACID STORAGE DISEASE%SMPDB%SMP0000240	SALLA DISEASE INFANTILE SIALIC ACID STORAGE DISEASE%SMPDB%SMP0000240		17	0.57130927	1.3681391	0.11419249	0.23114946	1.0	1438	tags=35%, list=11%, signal=39%	
CYTOSKELETON-DEPENDENT INTRACELLULAR TRANSPORT%GOBP%GO:0030705	CYTOSKELETON-DEPENDENT INTRACELLULAR TRANSPORT%GOBP%GO:0030705		137	0.39947152	1.3678071	0.027096774	0.23142458	1.0	2778	tags=28%, list=21%, signal=36%	
REGULATION OF RECEPTOR-MEDIATED ENDOCYTOSIS%GOBP%GO:0048259	REGULATION OF RECEPTOR-MEDIATED ENDOCYTOSIS%GOBP%GO:0048259		59	0.45433486	1.3676845	0.06934813	0.23139682	1.0	3126	tags=44%, list=23%, signal=57%	
NOTCH2 ACTIVATION AND TRANSMISSION OF SIGNAL TO THE NUCLEUS%REACTOME DATABASE ID RELEASE 65%2979096	NOTCH2 ACTIVATION AND TRANSMISSION OF SIGNAL TO THE NUCLEUS%REACTOME DATABASE ID RELEASE 65%2979096		20	0.5580754	1.3671197	0.08024691	0.23213582	1.0	917	tags=25%, list=7%, signal=27%	
FATTY ACID TRANSPORT%GOBP%GO:0015908	FATTY ACID TRANSPORT%GOBP%GO:0015908		30	0.51231706	1.3670028	0.08950617	0.23211975	1.0	1570	tags=33%, list=12%, signal=38%	
REGULATION OF VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030947	REGULATION OF VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030947		21	0.5469782	1.3666656	0.10030864	0.23252362	1.0	2694	tags=48%, list=20%, signal=59%	
GLIAL CELL DIFFERENTIATION%GOBP%GO:0010001	GLIAL CELL DIFFERENTIATION%GOBP%GO:0010001		62	0.447998	1.3666289	0.04674221	0.2323759	1.0	1926	tags=26%, list=14%, signal=30%	
RELEASE OF CYTOCHROME C FROM MITOCHONDRIA%GOBP%GO:0001836	RELEASE OF CYTOCHROME C FROM MITOCHONDRIA%GOBP%GO:0001836		17	0.57315165	1.3664232	0.088785045	0.23247382	1.0	2209	tags=35%, list=16%, signal=42%	
DISRUPTION OF CELL IN ANOTHER ORGANISM%GOBP%GO:0141061	DISRUPTION OF CELL IN ANOTHER ORGANISM%GOBP%GO:0141061		21	0.545045	1.3661395	0.0846395	0.23275095	1.0	3060	tags=43%, list=23%, signal=55%	
REGULATION OF DENDRITE MORPHOGENESIS%GOBP%GO:0048814	REGULATION OF DENDRITE MORPHOGENESIS%GOBP%GO:0048814		25	0.53120345	1.3658112	0.082442746	0.23309158	1.0	2227	tags=32%, list=17%, signal=38%	
REGULATION OF CHEMOTAXIS%GOBP%GO:0050920	REGULATION OF CHEMOTAXIS%GOBP%GO:0050920		120	0.40849614	1.3649331	0.025188917	0.2343079	1.0	1961	tags=27%, list=15%, signal=31%	
ENDOTHELINS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ENDOTHELINS	ENDOTHELINS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ENDOTHELINS		49	0.46071395	1.3641379	0.06980057	0.23542206	1.0	2820	tags=41%, list=21%, signal=51%	
REGULATION OF CELL-MATRIX ADHESION%GOBP%GO:0001952	REGULATION OF CELL-MATRIX ADHESION%GOBP%GO:0001952		74	0.43210977	1.3631078	0.057342656	0.2369607	1.0	2111	tags=27%, list=16%, signal=32%	
REGULATION OF MONOATOMIC ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0034765	REGULATION OF MONOATOMIC ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0034765		153	0.39711475	1.3625356	0.019900497	0.23772012	1.0	1153	tags=17%, list=9%, signal=18%	
GLUTATHIONE METABOLIC PROCESS%GOBP%GO:0006749	GLUTATHIONE METABOLIC PROCESS%GOBP%GO:0006749		27	0.52395433	1.3613622	0.083333336	0.23949048	1.0	3408	tags=44%, list=25%, signal=59%	
KILLING OF CELLS OF ANOTHER ORGANISM%GOBP%GO:0031640	KILLING OF CELLS OF ANOTHER ORGANISM%GOBP%GO:0031640		21	0.545045	1.3612841	0.09384616	0.23939855	1.0	3060	tags=43%, list=23%, signal=55%	
LISSENCEPHALY GENE (LIS1) IN NEURONAL MIGRATION AND DEVELOPMENT%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%LISSENCEPHALY GENE (LIS1) IN NEURONAL MIGRATION AND DEVELOPMENT	LISSENCEPHALY GENE (LIS1) IN NEURONAL MIGRATION AND DEVELOPMENT%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%LISSENCEPHALY GENE (LIS1) IN NEURONAL MIGRATION AND DEVELOPMENT		25	0.52776635	1.3608472	0.090361446	0.23991528	1.0	1864	tags=28%, list=14%, signal=32%	
DISRUPTION OF ANATOMICAL STRUCTURE IN ANOTHER ORGANISM%GOBP%GO:0141060	DISRUPTION OF ANATOMICAL STRUCTURE IN ANOTHER ORGANISM%GOBP%GO:0141060		25	0.5200836	1.3605126	0.08144797	0.24032098	1.0	2423	tags=36%, list=18%, signal=44%	
ORGANOPHOSPHATE ESTER TRANSPORT%GOBP%GO:0015748	ORGANOPHOSPHATE ESTER TRANSPORT%GOBP%GO:0015748		87	0.42630574	1.3603171	0.036316473	0.24044442	1.0	1990	tags=26%, list=15%, signal=31%	
RAC1 GTPASE CYCLE%REACTOME DATABASE ID RELEASE 65%9013149	RAC1 GTPASE CYCLE%REACTOME DATABASE ID RELEASE 65%9013149		163	0.39256793	1.3602179	0.015873017	0.2404026	1.0	2234	tags=26%, list=17%, signal=31%	
MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX ASSEMBLY%GOBP%GO:0033108	MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX ASSEMBLY%GOBP%GO:0033108		86	0.42295516	1.3601403	0.049113233	0.24033037	1.0	4238	tags=47%, list=31%, signal=67%	
CELLULAR METABOLIC COMPOUND SALVAGE%GOBP%GO:0043094	CELLULAR METABOLIC COMPOUND SALVAGE%GOBP%GO:0043094		22	0.5321359	1.3597716	0.07919255	0.24076712	1.0	2361	tags=36%, list=18%, signal=44%	
TRISALICYLATE-CHOLINE ACTION PATHWAY%PATHWHIZ%PW000680	TRISALICYLATE-CHOLINE ACTION PATHWAY%PATHWHIZ%PW000680		18	0.5797005	1.359525	0.0843949	0.24098164	1.0	1999	tags=50%, list=15%, signal=59%	
PHOSPHOLIPASE C-ACTIVATING G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007200	PHOSPHOLIPASE C-ACTIVATING G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007200		31	0.49978068	1.3595129	0.076219514	0.24077742	1.0	3183	tags=45%, list=24%, signal=59%	
ACTIVATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:0006919	ACTIVATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:0006919		49	0.46808594	1.359445	0.066378064	0.24069713	1.0	1303	tags=22%, list=10%, signal=25%	
PROTEIN HOMOOLIGOMERIZATION%GOBP%GO:0051260	PROTEIN HOMOOLIGOMERIZATION%GOBP%GO:0051260		99	0.4189913	1.3585771	0.035110533	0.24196513	1.0	1771	tags=22%, list=13%, signal=25%	
POSITIVE REGULATION OF MACROAUTOPHAGY%GOBP%GO:0016239	POSITIVE REGULATION OF MACROAUTOPHAGY%GOBP%GO:0016239		62	0.44419223	1.3584113	0.057746477	0.24203965	1.0	3159	tags=37%, list=23%, signal=48%	
MYD88:MAL(TIRAP) CASCADE INITIATED ON PLASMA MEMBRANE%REACTOME DATABASE ID RELEASE 65%166058	MYD88:MAL(TIRAP) CASCADE INITIATED ON PLASMA MEMBRANE%REACTOME DATABASE ID RELEASE 65%166058		105	0.4133297	1.3581132	0.028833551	0.24231532	1.0	2011	tags=28%, list=15%, signal=32%	
PID_IL8_CXCR2_PATHWAY%MSIGDB_C2%PID_IL8_CXCR2_PATHWAY	PID_IL8_CXCR2_PATHWAY%MSIGDB_C2%PID_IL8_CXCR2_PATHWAY		22	0.5340995	1.3577862	0.09161491	0.24263294	1.0	1230	tags=32%, list=9%, signal=35%	
TOLL LIKE RECEPTOR TLR6:TLR2 CASCADE%REACTOME DATABASE ID RELEASE 65%168188	TOLL LIKE RECEPTOR TLR6:TLR2 CASCADE%REACTOME DATABASE ID RELEASE 65%168188		105	0.4133297	1.3574715	0.02541296	0.2429606	1.0	2011	tags=28%, list=15%, signal=32%	
RHOJ GTPASE CYCLE%REACTOME DATABASE ID RELEASE 65%9013409	RHOJ GTPASE CYCLE%REACTOME DATABASE ID RELEASE 65%9013409		50	0.46331197	1.3572361	0.07	0.24315198	1.0	1619	tags=30%, list=12%, signal=34%	
TRANSPORT OF BILE SALTS AND ORGANIC ACIDS, METAL IONS AND AMINE COMPOUNDS%REACTOME%R-HSA-425366.5	TRANSPORT OF BILE SALTS AND ORGANIC ACIDS, METAL IONS AND AMINE COMPOUNDS%REACTOME%R-HSA-425366.5		41	0.47752583	1.3570864	0.060344826	0.24320231	1.0	857	tags=17%, list=6%, signal=18%	
MONOSACCHARIDE BIOSYNTHETIC PROCESS%GOBP%GO:0046364	MONOSACCHARIDE BIOSYNTHETIC PROCESS%GOBP%GO:0046364		28	0.5166859	1.3570585	0.0906298	0.24302673	1.0	1501	tags=25%, list=11%, signal=28%	
STEROID HORMONE MEDIATED SIGNALING PATHWAY%GOBP%GO:0043401	STEROID HORMONE MEDIATED SIGNALING PATHWAY%GOBP%GO:0043401		40	0.48326012	1.3567327	0.076696165	0.24335879	1.0	2509	tags=33%, list=19%, signal=40%	
POSITIVE REGULATION OF ACTIN FILAMENT BUNDLE ASSEMBLY%GOBP%GO:0032233	POSITIVE REGULATION OF ACTIN FILAMENT BUNDLE ASSEMBLY%GOBP%GO:0032233		41	0.47859228	1.356702	0.083936326	0.24319981	1.0	1938	tags=32%, list=14%, signal=37%	
LYSOSOME LOCALIZATION%GOBP%GO:0032418	LYSOSOME LOCALIZATION%GOBP%GO:0032418		34	0.4944589	1.3560184	0.07549857	0.24414581	1.0	2324	tags=38%, list=17%, signal=46%	
TRANSPORT OF INORGANIC CATIONS ANIONS AND AMINO ACIDS OLIGOPEPTIDES%REACTOME DATABASE ID RELEASE 65%425393	TRANSPORT OF INORGANIC CATIONS ANIONS AND AMINO ACIDS OLIGOPEPTIDES%REACTOME DATABASE ID RELEASE 65%425393		66	0.4436023	1.3559757	0.062246278	0.24399723	1.0	1654	tags=21%, list=12%, signal=24%	
SEALING OF THE NUCLEAR ENVELOPE (NE) BY ESCRT-III%REACTOME%R-HSA-9668328.2	SEALING OF THE NUCLEAR ENVELOPE (NE) BY ESCRT-III%REACTOME%R-HSA-9668328.2		22	0.54525906	1.355751	0.099071205	0.24416871	1.0	1752	tags=32%, list=13%, signal=37%	
TOLL LIKE RECEPTOR 2 (TLR2) CASCADE%REACTOME DATABASE ID RELEASE 65%181438	TOLL LIKE RECEPTOR 2 (TLR2) CASCADE%REACTOME DATABASE ID RELEASE 65%181438		105	0.4133297	1.3556306	0.03529412	0.24413984	1.0	2011	tags=28%, list=15%, signal=32%	
PROTEIN-CONTAINING COMPLEX LOCALIZATION%GOBP%GO:0031503	PROTEIN-CONTAINING COMPLEX LOCALIZATION%GOBP%GO:0031503		97	0.41790026	1.3554064	0.03788904	0.24430105	1.0	3084	tags=32%, list=23%, signal=41%	
NEGATIVE REGULATION OF PROTEIN CATABOLIC PROCESS%GOBP%GO:0042177	NEGATIVE REGULATION OF PROTEIN CATABOLIC PROCESS%GOBP%GO:0042177		77	0.4298843	1.3550625	0.05548038	0.24466331	1.0	2358	tags=27%, list=18%, signal=33%	
NERVE DEVELOPMENT%GOBP%GO:0021675	NERVE DEVELOPMENT%GOBP%GO:0021675		22	0.54192996	1.354968	0.090771556	0.24460576	1.0	1360	tags=27%, list=10%, signal=30%	
P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME DATABASE ID RELEASE 65%69563	P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME DATABASE ID RELEASE 65%69563		60	0.44785056	1.3548583	0.06355932	0.2445797	1.0	2112	tags=33%, list=16%, signal=39%	
ANGIOGENESIS%GOBP%GO:0001525	ANGIOGENESIS%GOBP%GO:0001525		115	0.40271568	1.3546658	0.03187251	0.2446915	1.0	2036	tags=26%, list=15%, signal=30%	
SIALURIA OR FRENCH TYPE SIALURIA%SMPDB%SMP0000216	SIALURIA OR FRENCH TYPE SIALURIA%SMPDB%SMP0000216		17	0.57130927	1.3544608	0.10118044	0.24484059	1.0	1438	tags=35%, list=11%, signal=39%	
TOLL LIKE RECEPTOR TLR1:TLR2 CASCADE%REACTOME DATABASE ID RELEASE 65%168179	TOLL LIKE RECEPTOR TLR1:TLR2 CASCADE%REACTOME DATABASE ID RELEASE 65%168179		105	0.4133297	1.3543952	0.03851091	0.2447394	1.0	2011	tags=28%, list=15%, signal=32%	
POSITIVE REGULATION OF NON-CANONICAL NF-KAPPAB SIGNAL TRANSDUCTION%GOBP%GO:1901224	POSITIVE REGULATION OF NON-CANONICAL NF-KAPPAB SIGNAL TRANSDUCTION%GOBP%GO:1901224		42	0.47236136	1.3541846	0.08045977	0.24490714	1.0	2693	tags=45%, list=20%, signal=56%	
AMINO SUGAR METABOLISM%PATHWHIZ%PW000008	AMINO SUGAR METABOLISM%PATHWHIZ%PW000008		17	0.57130927	1.3537502	0.109350234	0.24547365	1.0	1438	tags=35%, list=11%, signal=39%	
SYNTHESIS OF VERY LONG-CHAIN FATTY ACYL-COAS%REACTOME DATABASE ID RELEASE 65%75876	SYNTHESIS OF VERY LONG-CHAIN FATTY ACYL-COAS%REACTOME DATABASE ID RELEASE 65%75876		18	0.5715226	1.3533341	0.1102719	0.24596868	1.0	2141	tags=50%, list=16%, signal=59%	
REGULATION OF PLASMA LIPOPROTEIN PARTICLE LEVELS%GOBP%GO:0097006	REGULATION OF PLASMA LIPOPROTEIN PARTICLE LEVELS%GOBP%GO:0097006		37	0.48303843	1.3532168	0.067746684	0.24595255	1.0	1570	tags=27%, list=12%, signal=31%	
INTRACELLULAR ZINC ION HOMEOSTASIS%GOBP%GO:0006882	INTRACELLULAR ZINC ION HOMEOSTASIS%GOBP%GO:0006882		20	0.55159986	1.3526354	0.10486322	0.24674137	1.0	2425	tags=45%, list=18%, signal=55%	
REGULATION OF NERVOUS SYSTEM PROCESS%GOBP%GO:0031644	REGULATION OF NERVOUS SYSTEM PROCESS%GOBP%GO:0031644		42	0.4774608	1.3524151	0.06656805	0.24689041	1.0	1911	tags=31%, list=14%, signal=36%	
PROTEOGLYCAN METABOLIC PROCESS%GOBP%GO:0006029	PROTEOGLYCAN METABOLIC PROCESS%GOBP%GO:0006029		47	0.46629387	1.3523002	0.06685633	0.24687336	1.0	1569	tags=19%, list=12%, signal=22%	
VESICLE TETHERING%GOBP%GO:0099022	VESICLE TETHERING%GOBP%GO:0099022		31	0.50165296	1.3518561	0.08023774	0.24744998	1.0	3003	tags=42%, list=22%, signal=54%	
NEGATIVE REGULATION OF CATION TRANSMEMBRANE TRANSPORT%GOBP%GO:1904063	NEGATIVE REGULATION OF CATION TRANSMEMBRANE TRANSPORT%GOBP%GO:1904063		45	0.46322685	1.3518143	0.07837445	0.24731614	1.0	1371	tags=22%, list=10%, signal=25%	
NEGATIVE REGULATION OF SECRETION BY CELL%GOBP%GO:1903531	NEGATIVE REGULATION OF SECRETION BY CELL%GOBP%GO:1903531		57	0.45093897	1.3514491	0.060906515	0.24775784	1.0	1874	tags=35%, list=14%, signal=41%	
